description	geneID
DNA helicase Pif1-like	maker-scaffold_28-snap-gene-0.8
DNA helicase Pif1-like	maker-scaffold_56-snap-gene-0.38
DNA helicase Pif1-like	maker-scaffold_28-snap-gene-0.35
DNA helicase Pif1-like	maker-scaffold_471-snap-gene-0.16
DNA helicase Pif1-like	maker-scaffold_471-snap-gene-0.16
DNA helicase Pif1-like	maker-scaffold_217-snap-gene-0.147
DNA helicase Pif1-like	snap_masked-scaffold_387-processed-gene-0.3
DNA helicase Pif1-like	maker-scaffold_391-snap-gene-0.27
DNA ligase IV domain	augustus_masked-scaffold_155-processed-gene-0.108
DNA ligase, ATP-dependent, C-terminal	augustus_masked-scaffold_155-processed-gene-0.108
DNA ligase, ATP-dependent, C-terminal	maker-scaffold_63-snap-gene-1.12
DNA ligase, ATP-dependent, C-terminal	maker-scaffold_559-augustus-gene-0.33
DNA ligase, ATP-dependent, central	augustus_masked-scaffold_285-processed-gene-0.111
DNA ligase, ATP-dependent, central	augustus_masked-scaffold_155-processed-gene-0.108
DNA ligase, ATP-dependent, central	maker-scaffold_63-snap-gene-1.12
DNA ligase, ATP-dependent, central	maker-scaffold_559-augustus-gene-0.33
DNA ligase, ATP-dependent, N-terminal	augustus_masked-scaffold_155-processed-gene-0.108
DNA ligase, ATP-dependent, N-terminal	maker-scaffold_63-snap-gene-1.12
DNA ligase, ATP-dependent, N-terminal	maker-scaffold_559-augustus-gene-0.33
DNA ligase, OB-like domain	augustus_masked-scaffold_285-processed-gene-0.111
DNA methyltransferase 1-associated 1	maker-scaffold_194-augustus-gene-0.137
DNA mismatch repair protein Mlh1, C-terminal	maker-scaffold_78-snap-gene-0.83
DNA mismatch repair protein Mlh1, C-terminal	maker-scaffold_41-snap-gene-1.95
DNA mismatch repair protein MutS-like, N-terminal	maker-scaffold_168-snap-gene-0.93
DNA mismatch repair protein MutS-like, N-terminal	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS-like, N-terminal	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS-like, N-terminal	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_168-snap-gene-0.93
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_168-snap-gene-0.93
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_1-snap-gene-5.106
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_1-snap-gene-5.106
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_95-snap-gene-0.293
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_95-snap-gene-0.293
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_13-snap-gene-2.211
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_13-snap-gene-2.211
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS, C-terminal	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS, C-terminal	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, C-terminal	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, C-terminal	augustus_masked-scaffold_333-processed-gene-0.36
DNA mismatch repair protein MutS, C-terminal	augustus_masked-scaffold_333-processed-gene-0.36
DNA mismatch repair protein MutS, clamp	maker-scaffold_13-snap-gene-2.211
DNA mismatch repair protein MutS, clamp	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS, clamp	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, clamp	augustus_masked-scaffold_333-processed-gene-0.36
DNA mismatch repair protein MutS, connector domain	maker-scaffold_168-snap-gene-0.93
DNA mismatch repair protein MutS, connector domain	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS, connector domain	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, core	maker-scaffold_168-snap-gene-0.93
DNA mismatch repair protein MutS, core	maker-scaffold_168-snap-gene-0.93
DNA mismatch repair protein MutS, core	maker-scaffold_1-snap-gene-5.106
DNA mismatch repair protein MutS, core	maker-scaffold_1-snap-gene-5.106
DNA mismatch repair protein MutS, core	maker-scaffold_95-snap-gene-0.293
DNA mismatch repair protein MutS, core	maker-scaffold_95-snap-gene-0.293
DNA mismatch repair protein MutS, core	maker-scaffold_13-snap-gene-2.211
DNA mismatch repair protein MutS, core	maker-scaffold_13-snap-gene-2.211
DNA mismatch repair protein MutS, core	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS, core	maker-scaffold_73-snap-gene-0.188
DNA mismatch repair protein MutS, core	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, core	augustus_masked-scaffold_2-processed-gene-3.5
DNA mismatch repair protein MutS, core	augustus_masked-scaffold_333-processed-gene-0.36
DNA mismatch repair protein MutS, core	augustus_masked-scaffold_333-processed-gene-0.36
DNA mismatch repair protein, C-terminal	maker-scaffold_78-snap-gene-0.83
DNA mismatch repair protein, C-terminal	maker-scaffold_78-snap-gene-0.83
DNA mismatch repair protein, C-terminal	maker-scaffold_41-snap-gene-1.95
DNA mismatch repair protein, C-terminal	maker-scaffold_41-snap-gene-1.95
DNA mismatch repair protein, C-terminal	maker-scaffold_34-snap-gene-1.156
DNA mismatch repair protein, C-terminal	maker-scaffold_34-snap-gene-1.156
DNA photolyase, N-terminal	maker-scaffold_16-snap-gene-2.32
DNA photolyase, N-terminal	augustus_masked-scaffold_160-processed-gene-0.182
DNA photolyase, N-terminal	augustus_masked-scaffold_16-processed-gene-2.191
DNA polymerase alpha catalytic subunit, N-terminal domain	maker-scaffold_322-augustus-gene-0.96
DNA polymerase alpha, subunit B N-terminal	maker-scaffold_72-snap-gene-0.85
DNA polymerase alpha/epsilon, subunit B	maker-scaffold_72-snap-gene-0.85
DNA polymerase alpha/epsilon, subunit B	maker-scaffold_86-snap-gene-0.28
DNA polymerase alpha/epsilon, subunit B	maker-scaffold_112-snap-gene-0.154
DNA polymerase beta-like, N-terminal domain	maker-scaffold_146-snap-gene-0.203
DNA polymerase beta-like, N-terminal domain	maker-scaffold_288-snap-gene-0.71
DNA polymerase beta-like, N-terminal domain	maker-scaffold_97-snap-gene-0.303
DNA polymerase beta-like, N-terminal domain	maker-scaffold_142-snap-gene-0.111
DNA polymerase beta-like, N-terminal domain	maker-scaffold_97-augustus-gene-0.28
DNA polymerase beta, palm domain	maker-scaffold_288-snap-gene-0.71
DNA polymerase beta, thumb domain	maker-scaffold_288-snap-gene-0.71
DNA polymerase epsilon subunit B, N-terminal	maker-scaffold_86-snap-gene-0.28
DNA polymerase epsilon, catalytic subunit A, C-terminal	augustus_masked-scaffold_0-processed-gene-1.10
DNA polymerase epsilon, catalytic subunit A, C-terminal	augustus_masked-scaffold_0-processed-gene-1.10
DNA polymerase I-like, H3TH domain	augustus_masked-scaffold_283-processed-gene-0.58
DNA polymerase lambda, fingers domain	maker-scaffold_288-snap-gene-0.71
DNA polymerase subunit Cdc27	maker-scaffold_197-snap-gene-0.205
DNA polymerase V	augustus_masked-scaffold_174-processed-gene-0.162
DNA polymerase, Y-family, little finger domain	maker-scaffold_161-snap-gene-0.127
DNA polymerase, Y-family, little finger domain	maker-scaffold_226-snap-gene-0.134
DNA primase large subunit, eukaryotic/archaeal	maker-scaffold_11-snap-gene-2.209
DNA primase large subunit, eukaryotic/archaeal	maker-scaffold_122-augustus-gene-0.51
DNA primase, small subunit	maker-scaffold_197-snap-gene-0.280
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_169-snap-gene-0.134
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_137-snap-gene-0.29
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_137-snap-gene-0.29
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_82-snap-gene-0.142
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_169-snap-gene-0.135
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_107-snap-gene-0.136
DNA recombination and repair protein Rad51-like, C-terminal	maker-scaffold_137-snap-gene-0.17
DNA recombination and repair protein RecA	maker-scaffold_135-snap-gene-0.187
DNA repair metallo-beta-lactamase	maker-scaffold_140-augustus-gene-0.44
DNA repair protein Rad52/59/22	maker-scaffold_94-snap-gene-0.289
DNA repair protein XRCC4	snap_masked-scaffold_91-processed-gene-0.101
DNA replication checkpoint mediator, MRC1 domain	augustus_masked-scaffold_75-processed-gene-0.106
DNA replication complex GINS protein SLD5, C-terminal	maker-scaffold_262-snap-gene-0.47
DNA replication factor Cdt1, C-terminal	snap_masked-scaffold_116-processed-gene-0.20
DNA replication factor Dna2, N-terminal	maker-scaffold_48-snap-gene-1.196
DNA replication factor RFC1, C-terminal	maker-scaffold_104-augustus-gene-0.155
DNA replication factor RFC1, C-terminal	maker-scaffold_104-augustus-gene-0.155
DNA replication licensing factor Mcm2	maker-scaffold_177-snap-gene-0.132
DNA topoisomerase I, catalytic core, eukaryotic-type	maker-scaffold_257-augustus-gene-0.16
DNA topoisomerase I, DNA binding, eukaryotic-type	maker-scaffold_257-augustus-gene-0.16
DNA topoisomerase I, eukaryotic-type	maker-scaffold_257-augustus-gene-0.16
DNA topoisomerase, type IA, central	maker-scaffold_233-snap-gene-0.48
DNA topoisomerase, type IA, DNA-binding domain	maker-scaffold_233-snap-gene-0.48
DNA topoisomerase, type IA, domain 2	maker-scaffold_233-snap-gene-0.48
DNA topoisomerase, type IIA	maker-scaffold_23-augustus-gene-2.2
DNA topoisomerase, type IIA	maker-scaffold_66-snap-gene-1.28
DNA topoisomerase, type IIA, subunit A/C-terminal	maker-scaffold_23-augustus-gene-2.2
DNA topoisomerase, type IIA, subunit A/C-terminal	maker-scaffold_23-augustus-gene-2.2
DNA topoisomerase, type IIA, subunit A/C-terminal	maker-scaffold_66-snap-gene-1.28
DNA topoisomerase, type IIA, subunit A/C-terminal	maker-scaffold_66-snap-gene-1.28
DNA topoisomerase, type IIA, subunit B, domain 2	maker-scaffold_23-augustus-gene-2.2
DNA topoisomerase, type IIA, subunit B, domain 2	maker-scaffold_66-snap-gene-1.28
DNA-directed DNA polymerase X	maker-scaffold_288-snap-gene-0.71
DNA-directed DNA polymerase, family A, palm domain	maker-scaffold_297-augustus-gene-0.11
DNA-directed DNA polymerase, family A, palm domain	maker-scaffold_297-augustus-gene-0.11
DNA-directed DNA polymerase, family B	snap_masked-scaffold_67-processed-gene-1.33
DNA-directed DNA polymerase, family B	maker-scaffold_322-augustus-gene-0.96
DNA-directed DNA polymerase, family B	augustus_masked-scaffold_0-processed-gene-1.10
DNA-directed DNA polymerase, family B, exonuclease domain	snap_masked-scaffold_67-processed-gene-1.33
DNA-directed DNA polymerase, family B, exonuclease domain	maker-scaffold_322-augustus-gene-0.96
DNA-directed DNA polymerase, family B, exonuclease domain	augustus_masked-scaffold_0-processed-gene-1.10
DNA-directed DNA polymerase, family B, exonuclease domain	maker-scaffold_55-augustus-gene-1.372
DNA-directed DNA polymerase, family B, exonuclease domain	maker-scaffold_55-augustus-gene-1.374
DNA-directed DNA polymerase, family B, mitochondria/virus	snap_masked-scaffold_130-processed-gene-0.267
DNA-directed DNA polymerase, family B, multifunctional domain	snap_masked-scaffold_67-processed-gene-1.33
DNA-directed DNA polymerase, family B, multifunctional domain	maker-scaffold_322-augustus-gene-0.96
DNA-directed DNA polymerase, family B, multifunctional domain	augustus_masked-scaffold_0-processed-gene-1.10
DNA-directed DNA polymerase, family B, multifunctional domain	maker-scaffold_55-augustus-gene-1.372
DNA-directed RNA polymerase I subunit RPA2, domain 4	maker-scaffold_143-snap-gene-0.149
DNA-directed RNA polymerase I, subunit RPA34.5	maker-scaffold_101-augustus-gene-0.63
DNA-directed RNA polymerase III subunit RPC4	maker-scaffold_16-snap-gene-2.39
DNA-directed RNA polymerase III subunit Rpc5	maker-scaffold_174-snap-gene-0.95
DNA-directed RNA polymerase, insert domain	maker-scaffold_70-snap-gene-0.97
DNA-directed RNA polymerase, insert domain	maker-scaffold_121-snap-gene-0.142
DNA-directed RNA polymerase, M/15kDa subunit	snap_masked-scaffold_25-processed-gene-0.24
DNA-directed RNA polymerase, M/15kDa subunit	snap_masked-scaffold_25-processed-gene-0.24
DNA-directed RNA polymerase, M/15kDa subunit	maker-scaffold_84-snap-gene-0.239
DNA-directed RNA polymerase, M/15kDa subunit	maker-scaffold_84-snap-gene-0.239
DNA-directed RNA polymerase, N-terminal	maker-scaffold_167-snap-gene-0.83
DNA-directed RNA polymerase, N-terminal	maker-scaffold_167-snap-gene-0.83
DNA-directed RNA polymerase, phage-type	maker-scaffold_167-snap-gene-0.83
DNA-directed RNA polymerase, RBP11-like dimerisation domain	maker-scaffold_2-snap-gene-2.68
DNA-directed RNA polymerase, RBP11-like dimerisation domain	maker-scaffold_116-augustus-gene-0.432
DNA-directed RNA polymerase, RpoA/D/Rpb3-type	maker-scaffold_70-snap-gene-0.97
DNA-directed RNA polymerase, RpoA/D/Rpb3-type	maker-scaffold_70-snap-gene-0.97
DNA-directed RNA polymerase, RpoA/D/Rpb3-type	maker-scaffold_121-snap-gene-0.142
DNA-directed RNA polymerase, RpoA/D/Rpb3-type	maker-scaffold_121-snap-gene-0.142
DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	augustus_masked-scaffold_60-processed-gene-1.91
DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	maker-scaffold_143-snap-gene-0.149
DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	augustus_masked-scaffold_10-processed-gene-1.48
DNA-directed RNA polymerase, subunit N/Rpb10	maker-scaffold_325-snap-gene-0.89
DNA-directed RNA polymerase, subunit N/Rpb10	maker-scaffold_118-snap-gene-0.145
DNA/pantothenate metabolism flavoprotein, C-terminal	maker-scaffold_146-augustus-gene-0.218
DNA/pantothenate metabolism flavoprotein, C-terminal	maker-scaffold_146-augustus-gene-0.218
DNA/RNA non-specific endonuclease	maker-scaffold_116-snap-gene-0.100
DNA/RNA non-specific endonuclease	maker-scaffold_116-snap-gene-0.100
DNA/RNA-binding domain, Est1-type	maker-scaffold_83-snap-gene-0.140
DNA/RNA-binding domain, Est1-type	snap_masked-scaffold_314-processed-gene-0.36
DNA/RNA-binding protein Alba-like	maker-scaffold_91-augustus-gene-0.274
DNA/RNA-binding protein Alba-like	maker-scaffold_92-snap-gene-0.150
DNA/RNA-binding protein Kin17, conserved domain	maker-scaffold_15-snap-gene-2.159
DNA/RNA-binding protein Kin17, conserved domain	maker-scaffold_15-snap-gene-2.159
DnaJ domain	maker-scaffold_15-snap-gene-2.239
DnaJ domain	maker-scaffold_15-snap-gene-2.239
DnaJ domain	maker-scaffold_132-snap-gene-0.271
DnaJ domain	maker-scaffold_132-snap-gene-0.271
DnaJ domain	maker-scaffold_19-snap-gene-1.140
DnaJ domain	maker-scaffold_19-snap-gene-1.140
DnaJ domain	maker-scaffold_58-snap-gene-0.44
DnaJ domain	maker-scaffold_5-augustus-gene-3.82
DnaJ domain	maker-scaffold_5-augustus-gene-3.82
DnaJ domain	maker-scaffold_283-augustus-gene-0.2
DnaJ domain	maker-scaffold_283-augustus-gene-0.2
DnaJ domain	augustus_masked-scaffold_5-processed-gene-0.36
DnaJ domain	maker-scaffold_312-snap-gene-0.29
DnaJ domain	maker-scaffold_312-snap-gene-0.29
DnaJ domain	augustus_masked-scaffold_4-processed-gene-0.64
DnaJ domain	augustus_masked-scaffold_4-processed-gene-0.64
DnaJ domain	maker-scaffold_311-augustus-gene-0.54
DnaJ domain	maker-scaffold_311-augustus-gene-0.54
DnaJ domain	maker-scaffold_24-augustus-gene-2.19
DnaJ domain	maker-scaffold_24-augustus-gene-2.19
DnaJ domain	augustus_masked-scaffold_56-processed-gene-1.104
DnaJ domain	augustus_masked-scaffold_56-processed-gene-1.104
DnaJ domain	augustus_masked-scaffold_26-processed-gene-2.144
DnaJ domain	augustus_masked-scaffold_26-processed-gene-2.144
DnaJ domain	augustus_masked-scaffold_214-processed-gene-0.2
DnaJ domain	augustus_masked-scaffold_214-processed-gene-0.2
DnaJ domain	maker-scaffold_315-augustus-gene-0.0
DnaJ domain	maker-scaffold_315-augustus-gene-0.0
DnaJ domain	maker-scaffold_279-snap-gene-0.23
DnaJ domain	maker-scaffold_279-snap-gene-0.23
DnaJ domain	augustus_masked-scaffold_48-processed-gene-0.154
DnaJ domain	augustus_masked-scaffold_48-processed-gene-0.154
DnaJ domain	maker-scaffold_405-augustus-gene-0.3
DnaJ domain	maker-scaffold_405-augustus-gene-0.3
DnaJ domain	maker-scaffold_17-augustus-gene-2.0
DnaJ domain	maker-scaffold_17-augustus-gene-2.0
DnaJ domain	maker-scaffold_33-snap-gene-0.15
DnaJ domain	maker-scaffold_33-snap-gene-0.15
DnaJ domain	maker-scaffold_10-snap-gene-2.162
DnaJ domain	maker-scaffold_10-snap-gene-2.162
DnaJ domain	maker-scaffold_147-snap-gene-0.90
DnaJ domain	maker-scaffold_147-snap-gene-0.90
DnaJ domain	maker-scaffold_145-snap-gene-0.166
DnaJ domain	maker-scaffold_145-snap-gene-0.166
DnaJ domain	maker-scaffold_74-snap-gene-0.182
DnaJ domain	maker-scaffold_74-snap-gene-0.182
DnaJ domain	snap_masked-scaffold_26-processed-gene-1.34
DnaJ domain	snap_masked-scaffold_26-processed-gene-1.34
DnaJ domain	maker-scaffold_52-augustus-gene-1.14
DnaJ domain	maker-scaffold_52-augustus-gene-1.14
DnaJ domain	maker-scaffold_160-augustus-gene-0.1
DnaJ domain	maker-scaffold_160-augustus-gene-0.1
DnaJ domain	maker-scaffold_55-snap-gene-1.170
DnaJ domain	maker-scaffold_55-snap-gene-1.170
DnaJ domain	maker-scaffold_38-augustus-gene-1.9
DnaJ domain	maker-scaffold_38-augustus-gene-1.9
DnaJ domain	maker-scaffold_194-snap-gene-0.32
DnaJ domain	maker-scaffold_194-snap-gene-0.32
DnaJ domain	snap_masked-scaffold_45-processed-gene-1.118
DnaJ domain	snap_masked-scaffold_45-processed-gene-1.118
DnaJ domain	maker-scaffold_60-augustus-gene-0.12
DnaJ domain	maker-scaffold_60-augustus-gene-0.12
DnaJ domain	maker-scaffold_201-snap-gene-0.56
DnaJ domain	maker-scaffold_201-snap-gene-0.56
DnaJ domain	snap_masked-scaffold_162-processed-gene-0.140
DnaJ domain	snap_masked-scaffold_162-processed-gene-0.140
DnaJ domain	maker-scaffold_8-snap-gene-2.23
DnaJ domain	maker-scaffold_8-snap-gene-2.23
DnaJ domain	snap_masked-scaffold_148-processed-gene-0.164
DnaJ domain	snap_masked-scaffold_148-processed-gene-0.164
